,Mean AAI,O2_ratio,divergence,AAI_round,log_O2_ratio
10536,43.58,1.0029440955356794,Different Class,44.0,0.0012767259645699493
10537,48.11,1.1924702164661465,Same Class,48.0,0.07644754076377831
10538,41.86,2.600073416133028,Different Class,42.0,0.4149856109597826
10539,41.78,1.4603378277453312,Different Class,42.0,0.16445333506795812
10540,45.04,1.0475213718738268,Different Class,45.0,0.020162892346863942
10541,42.71,1.0680973544561545,Different Class,43.0,0.02861083937433155
10542,41.7,1.1697497229454583,Different Class,42.0,0.06809295100183453
10543,41.42,3.771564249250234,Different Class,41.0,0.5765215103966996
10544,41.08,2.209537753539749,Different Class,41.0,0.3443014265880189
10545,41.43,1.948682020124001,Different Class,41.0,0.28974097807503457
10546,49.94,65.15124658412225,Same Class,50.0,1.8139227297865332
10547,41.51,1.5768102456067137,Different Class,42.0,0.19777943318666036
10548,50.43,4.4075955192582335,Same Class,50.0,0.6442017328913273
10549,48.03,1.0370708150155237,Same Class,48.0,0.015808412628613037
10550,40.59,5.250366928478665,Different Class,41.0,0.7201896556812036
10551,41.21,4.4716056960914035,Different Class,41.0,0.6504635007009116
10552,47.67,1.145186654109382,Same Class,48.0,0.058876278154639076
10553,45.01,1.1368466946548568,Different Class,45.0,0.0557019034261516
10554,50.67,35.079941874239964,Same Class,51.0,1.5450588650897341
10555,97.39,1.0638737595486716,Same Genus,97.0,0.026890097146899945
10556,40.8,1.3508020739588218,Different Class,41.0,0.13059171875948042
10557,43.28,1.2059939488041642,Different Class,43.0,0.08134512869339161
10558,43.47,1.2189124468898629,Different Class,43.0,0.08597251185449523
10559,43.96,1.2950819089054608,Different Class,44.0,0.11229723672670897
10560,44.84,1.024475445788832,Different Class,45.0,0.010501553868293354
10561,51.91,195.8698494119883,Same Class,52.0,2.2919675894314033
10562,51.16,11.229658726633792,Same Class,51.0,1.0503665580965542
10563,41.34,4.503079655999168,Different Class,41.0,0.6535096293646463
10564,41.86,1.0214816341431845,Different Class,42.0,0.009230562586699857
10565,50.55,14.902152643896825,Same Class,51.0,1.1732490075961641
10566,42.35,2.987463921536788,Different Class,42.0,0.4753026691789219
10567,40.31,1.3749080791349877,Different Class,40.0,0.13827366394163634
10568,50.77,36.35601237327496,Same Class,51.0,1.5605762425572562
10569,47.32,1.1587352961614708,Same Class,47.0,0.06398423618258384
10570,51.32,5.397533955880158,Same Class,51.0,0.7321953831609687
10571,42.43,1.0717864601213751,Different Class,42.0,0.03010826629994689
10572,51.4,6.482280891385515,Same Class,51.0,0.8117278460321473
10573,45.71,1.2810551005100252,Different Class,46.0,0.10756780994204268
10574,43.5,1.264820164790387,Different Class,44.0,0.10202878085472204
10575,42.09,1.5093092573891538,Different Class,42.0,0.17877823581053126
10576,42.17,1.1741715474310244,Different Class,42.0,0.06973155232897572
10577,50.9,48.625689035384035,Same Class,51.0,1.6868657684138657
10578,39.96,1.1104072193317385,Different Class,40.0,0.045482276693042716
10579,44.63,1.0291216028102983,Different Class,45.0,0.012466694790837387
10580,41.81,1.6080628818145106,Different Class,42.0,0.20630302742928325
10581,44.81,1.0262002960576568,Different Class,45.0,0.011232135612864451
10582,43.89,1.9169490694643263,Different Class,44.0,0.282610574461561
10583,46.25,1.1853157176859963,Different Class,46.0,0.07383404333052576
10584,44.56,1.1310868580855815,Different Class,45.0,0.05349595641871077
10585,44.96,1.0294088132675343,Different Class,45.0,0.01258788213551558
10586,40.75,31.872326521976067,Different Class,41.0,1.5034137659769768
10587,41.01,32.234464656559915,Different Class,41.0,1.5083204619324957
10588,42.09,27.849211022294348,Different Class,42.0,1.4448128959723137
10589,59.51,2.4060097586203115,Same Family,60.0,0.38129738447779
10590,40.84,32.457386327384434,Different Class,41.0,1.5113135447786896
10591,43.4,12.032365692783985,Different Class,43.0,1.0803510227110555
10592,43.0,33.54662967214954,Different Class,43.0,1.5256488944509816
10593,42.71,20.680324940507592,Different Class,43.0,1.315557358346504
10594,42.53,30.79112676446497,Different Class,43.0,1.4884255816812393
10595,57.08,3.8124283147537135,Same Family,57.0,0.5812016863746227
10596,41.81,5.443865788832062,Different Class,42.0,0.7359074097186344
10597,41.46,31.139867496011835,Different Class,41.0,1.493316760259291
10598,42.88,25.853080239940414,Different Class,43.0,1.4125122941036388
10599,42.07,5.349427033614286,Different Class,42.0,0.728307268102476
10600,57.07,7.378482280490652,Same Family,57.0,0.8679670386531135
10601,69.41,1.0075824073480464,Same Family,69.0,0.003280575997208088
10602,42.14,1.134510159205974,Different Class,42.0,0.0548083892181698
10603,43.08,10.532081590898906,Different Class,43.0,1.022514214879522
10604,42.84,28.70566313592955,Different Class,43.0,1.45796758405326
10605,42.6,23.76494554064073,Different Class,43.0,1.3759368234098086
10606,60.48,2.0399629538560524,Same Family,60.0,0.30962228062100633
10607,40.9,1.967864854898472,Different Class,41.0,0.29399526950833266
10608,62.21,2.9595267761043846,Same Family,62.0,0.4712222735735511
10609,55.73,5.009924646704394,Same Family,56.0,0.6998311937781073
10610,83.69,2.801765431282752,Same Genus,84.0,0.4474317725757887
10611,42.32,1.274206646131811,Different Class,42.0,0.10523986598762036
10612,39.98,27.971372361223768,Different Class,40.0,1.4467137747120855
10613,42.13,32.00380663230031,Different Class,42.0,1.5052016377286692
10614,41.92,5.0528154659193225,Different Class,42.0,0.703533437641282
10615,57.56,4.4781367523773445,Same Family,58.0,0.6510973518370328
10616,39.06,33.4245756812792,Different Class,39.0,1.5240659026820043
10617,42.71,30.538507928002005,Different Class,43.0,1.4848478141720969
10618,42.59,29.323178877924434,Different Class,43.0,1.4672110496766586
10619,58.2,2.9073500067534916,Same Family,58.0,0.4634973182690656
10620,61.39,2.907067738244157,Same Family,61.0,0.4634551514824701
10621,56.12,4.810323382372614,Same Family,56.0,0.6821742735586751
10622,42.28,25.189968167098012,Different Class,42.0,1.4012276186746746
10623,42.8,25.607755564823602,Different Class,43.0,1.4083715156598595
10624,40.78,20.261714414497753,Different Class,41.0,1.3066761897535428
10625,43.12,28.116134622430554,Different Class,43.0,1.4489556140882769
10626,54.43,4.686587264636231,Same Order,54.0,0.6708567080361652
10627,42.51,32.036699109440086,Different Class,43.0,1.5056477623308608
10628,83.96,3.508246093873985,Same Genus,84.0,0.5450900503333536
10629,41.48,30.012405299727906,Different Class,41.0,1.4773008027070498
10630,42.18,26.322521333018265,Different Class,42.0,1.4203274863314403
10631,43.72,11.156987574598515,Different Class,44.0,1.0475469494104177
10632,40.79,2.1961855939747723,Different Class,41.0,0.3416690384343704
10633,82.71,2.7854369476039693,Same Genus,83.0,0.4448933320226758
10634,41.87,31.97786470478746,Different Class,42.0,1.5048494607270153
10635,56.6,4.736265298181167,Same Family,57.0,0.6754360210605496
10636,42.6,3.0042275566722303,Different Class,43.0,0.4777328254240552
10637,43.49,25.149157072852173,Different Class,43.0,1.4005234333385137
10638,42.02,31.919094960148158,Different Class,42.0,1.5040505687881571
10639,43.37,33.54018247726356,Different Class,43.0,1.5255654210802356
10640,42.51,18.873492320587644,Different Class,43.0,1.2758522687514784
10641,41.17,32.70386613568072,Different Class,41.0,1.5145990964567184
10642,42.23,2.0154718296151,Different Class,42.0,0.3043767323683981
10643,41.4,30.375610448527212,Different Class,41.0,1.4825250145656403
10644,42.01,3.415283163446288,Different Class,42.0,0.533426717160753
10645,42.05,30.664051071583494,Different Class,42.0,1.4866295295729466
10646,42.21,31.361789754173184,Different Class,42.0,1.4964008390309609
10647,41.75,31.650946126313144,Different Class,42.0,1.5003866967007844
10648,42.96,28.983648843748803,Different Class,43.0,1.4621530592908316
10649,42.57,1.76461676714986,Different Class,43.0,0.2466504015177478
10650,41.1,30.062596867736662,Different Class,41.0,1.4780264931043765
10651,56.96,1.4379571634238808,Same Family,57.0,0.1577459486576216
10652,56.95,7.3850187067555355,Same Family,57.0,0.8683515997468734
10653,42.33,18.863379759314853,Different Class,42.0,1.2756195080894654
10654,70.83,1.296998641571016,Same Family,71.0,0.11293952122014732
10655,42.63,33.054764673527785,Different Class,43.0,1.5192340696394089
10656,61.77,1.9835176955372105,Same Family,62.0,0.297436079294608
10657,41.29,31.28179024032569,Different Class,41.0,1.4952915995427525
10658,40.31,18.682749016331144,Different Class,40.0,1.2714407795377498
10659,42.19,28.99786915536965,Different Class,42.0,1.4623660858967171
10660,41.23,33.562523018710394,Different Class,41.0,1.525854600902714
10661,43.21,28.155204329232568,Different Class,43.0,1.4495586834701797
10662,55.92,5.495698364007826,Same Family,56.0,0.7400228880904551
10663,42.39,33.75428837254308,Different Class,42.0,1.5283289563735567
10664,41.59,30.577428412396568,Different Class,42.0,1.485400958078669
10665,41.79,1.9879520981176175,Different Class,42.0,0.2984059153863291
10666,52.62,15.249976885803685,Same Order,53.0,1.183269185428672
10667,41.15,26.011249306939483,Different Class,41.0,1.4151612116376335
10668,48.56,1.0735749127245422,Same Class,49.0,0.03083235435938362
10669,42.95,30.846082576760693,Different Class,43.0,1.4892000168838715
10670,42.21,20.767047050184654,Different Class,42.0,1.317374746848813
10671,43.17,33.38847458216206,Different Class,43.0,1.5235965779138274
10672,42.34,26.702410045405262,Different Class,42.0,1.4265504606973567
10673,42.69,26.299070253944336,Different Class,43.0,1.419940395230484
10674,41.57,28.04404400553885,Different Class,42.0,1.4478406399170909
10675,51.29,1.3822956242290858,Same Class,51.0,0.14060093322747266
10676,42.86,2.034227138025252,Different Class,43.0,0.3083994438097077
10677,40.54,13.106008489945655,Different Class,41.0,1.1174704449519797
10678,43.13,30.8180568114679,Different Class,43.0,1.4888052514277546
10679,42.2,1.8614103918090612,Different Class,42.0,0.2698421341458382
10680,41.93,2.156838279506215,Different Class,42.0,0.33381758277009604
10681,42.89,27.60873820174134,Different Class,43.0,1.4410465585935108
10682,61.8,2.9823724790039234,Same Family,62.0,0.4745618830719964
10683,52.25,13.48326137109513,Same Order,52.0,1.1297949533384168
10684,62.09,1.1644863123453804,Same Family,62.0,0.0661343880980007
10685,40.91,32.944751106478364,Different Class,41.0,1.5177862308548302
10686,43.15,31.278947521477214,Different Class,43.0,1.4952521314304985
10687,41.26,29.081807213744998,Different Class,41.0,1.4636213911336966
10688,60.18,4.268086630455774,Same Family,60.0,0.6302332258290682
10689,41.48,20.986200599762032,Different Class,41.0,1.3219338198156314
10690,51.84,13.891428358796006,Same Order,52.0,1.142746903509406
10691,42.48,2.3400721618736355,Different Class,42.0,0.3692292501538623
10692,70.16,2.967813985248378,Same Family,70.0,0.4724366770275319
10693,43.16,16.936729641716187,Different Class,43.0,1.228829555010491
10694,58.44,5.737637873746547,Same Family,58.0,0.7587331346390687
10695,56.53,8.181285271120714,Same Family,57.0,0.9128215362273079
10696,43.3,14.406923668707053,Different Class,43.0,1.1585712551833518
10697,82.4,1.2100841399753297,Same Genus,82.0,0.08281556887558635
10698,82.22,1.9847120814902712,Same Genus,82.0,0.2976975133715076
10699,60.46,1.6486376648903445,Same Family,60.0,0.21712521754285474
10700,42.56,30.60782070259507,Different Class,43.0,1.4858324086391261
10701,40.81,33.11940038113433,Different Class,41.0,1.5200824653857308
10702,41.79,1.6029580228523863,Different Class,42.0,0.2049221495018207
10703,43.3,32.15305073573032,Different Class,43.0,1.5072221858088013
10704,41.42,30.148393328575988,Different Class,41.0,1.4792641726245572
10705,61.27,21.28659483888161,Same Family,61.0,1.3281061940376315
10706,57.43,3.2664210232101123,Same Family,57.0,0.5140721621129452
10707,42.33,19.713744907327822,Different Class,42.0,1.2947691325544144
10708,41.95,1.0040082272484705,Different Class,42.0,0.0017372716077778635
10709,42.2,22.94626915383956,Different Class,42.0,1.360712083441265
10710,42.87,17.427463438457046,Different Class,43.0,1.241234180291459
10711,38.0,3.8415594849348462,Different Class,38.0,0.5845075624437894
10712,62.34,23.319008640419717,Same Family,62.0,1.3677100833448248
10713,42.22,29.032057946229678,Different Class,42.0,1.4628778220188532
10714,44.14,1.9344103847151377,Different Class,44.0,0.2865486149953849
10715,41.68,1.3224819256669051,Different Class,42.0,0.12138974525409135
10716,42.58,15.308099631364586,Different Class,43.0,1.1849212801275242
10717,43.74,22.588741078165132,Different Class,44.0,1.3538920273771422
10718,39.37,5.123757749696399,Different Class,39.0,0.7095885881965439
10719,42.54,23.015527893408837,Different Class,43.0,1.3620209404972212
10720,42.72,22.20368885320178,Different Class,43.0,1.3464251328066286
10721,42.32,28.205181710683476,Different Class,42.0,1.4503289019941523
10722,41.98,27.513580269612866,Different Class,42.0,1.4395471076621391
10723,41.04,1.3116635048963246,Different Class,41.0,0.11782243510802502
10724,41.22,27.620589016633854,Different Class,41.0,1.4412329357902678
10725,43.14,3.57874948344612,Different Class,43.0,0.5537312983439364
10726,44.5,1.4923712066421326,Different Class,44.0,0.17387686130348168
10727,48.46,1.002406749362951,Same Class,48.0,0.001043982169271735
10728,47.46,20.6929589335337,Same Class,47.0,1.3158225958675525
10729,42.89,3.1840956151468545,Different Class,43.0,0.5029861006822082
10730,42.22,1.0271063714085849,Different Class,42.0,0.01161542326967003
10731,41.99,4.079062126965707,Different Class,42.0,0.6105603199758124
10732,43.86,1.1538756170626043,Different Class,44.0,0.06215899622460847
10733,43.84,1.185782849287124,Different Class,44.0,0.07400516458389153
10734,44.54,1.4227406568808842,Different Class,45.0,0.15312574228359646
10735,43.98,1.183219129900837,Different Class,44.0,0.07306518257708139
10736,43.54,1.2845203315128044,Different Class,44.0,0.1087409827120881
10737,43.87,1.2054290132573635,Different Class,44.0,0.08114164021463431
10738,43.67,1.2535727105366616,Different Class,44.0,0.09814952925477227
10739,45.83,2.8160261426997284,Different Class,46.0,0.4496366822802781
10740,43.57,1.0958873214950486,Different Class,44.0,0.03976590253465406
10741,41.7,1.0058572465627271,Different Class,42.0,0.002536349080496501
10742,48.08,1.1517999499812612,Same Class,48.0,0.06137705533396156
10743,46.51,1.047178290380517,Same Class,47.0,0.02002063004224346
10744,44.67,1.1729785612516477,Different Class,45.0,0.06929007450666752
10745,46.8,68.3057405664691,Same Class,47.0,1.8344572042902427
10746,47.52,39.26344965360376,Same Class,48.0,1.5939884536875453
10747,88.55,1.0314189483809872,Same Genus,89.0,0.013435105645170987
10748,86.5,1.0734394350673548,Same Genus,86.0,0.03077754597016512
10749,43.94,1.1757358257207338,Different Class,44.0,0.07030975174014445
10750,77.38,1.0157251223561683,Same Genus,77.0,0.006776194172705793
10751,44.53,1.0174105441476045,Different Class,45.0,0.0074962342206276395
10752,42.82,1.00299169525847,Different Class,43.0,0.001297337089858071
10753,43.23,1.172484393387161,Different Class,43.0,0.06910707065283844
10754,43.25,2.3766463325500253,Different Class,43.0,0.3759645594102832
10755,41.86,1.020475093529762,Different Class,42.0,0.00880240946895584
10756,87.16,1.0301988853524655,Same Genus,87.0,0.012921075649845242
10757,42.8,1.3857128460343335,Different Class,43.0,0.14167324304397913
10758,44.21,3.6828854447398696,Different Class,44.0,0.5661882104402831
10759,42.23,1.0680801604109305,Different Class,42.0,0.02860384812111352
10760,43.48,2.577918143795301,Different Class,43.0,0.41126912315609404
10761,42.82,2.008016303237734,Different Class,43.0,0.3027672345573651
10762,43.15,1.2679582973785946,Different Class,43.0,0.10310497001559618
10763,43.44,1.3894473869886417,Different Class,43.0,0.14284210636843506
10764,88.19,1.065471288317876,Same Genus,88.0,0.02754175110032024
10765,43.95,1.2305995626572541,Different Class,44.0,0.09011675640813288
10766,43.74,2.291380419560957,Different Class,44.0,0.3600971976140084
10767,45.29,1.163776289613661,Different Class,45.0,0.06586950477795663
10768,43.5,1.3233515269763392,Different Class,44.0,0.121675222832708
10769,44.13,1.452927313822521,Different Class,44.0,0.16224388821723054
10770,43.42,1.1961607546252149,Different Class,43.0,0.07778954934735617
10771,41.99,1.0174182492546409,Different Class,42.0,0.007499523229982381
10772,44.43,1.1493708559168767,Different Class,44.0,0.06046018072620705
10773,42.83,2.092804203640629,Different Class,43.0,0.3207285989760232
10774,87.98,1.0041809993289907,Same Genus,88.0,0.0018119995869831848
10775,48.08,1.0069500056753506,Same Class,48.0,0.003007908688363191
10776,43.1,1.3502411445602471,Different Class,43.0,0.13041133767977742
10777,42.77,2.0575173589385303,Different Class,43.0,0.3133435079715069
10778,87.12,1.1024718493008627,Same Genus,87.0,0.04236750893408735
10779,47.2,1.7698587417838398,Different Class,47.0,0.2479386052816283
10780,47.09,17.394482582368678,Same Class,47.0,1.240411514718317
10781,46.86,6.199028413220952,Different Class,47.0,0.7923236269430872
10782,50.05,1.1484884750145254,Same Class,50.0,0.06012664144422807
10783,42.75,1.5609049939504316,Different Class,43.0,0.19337647009718145
10784,43.65,2.418711657284314,Different Class,44.0,0.383584097748276
10785,42.84,1.111815083677128,Different Class,43.0,0.04603256169148455
10786,44.82,1.2011373878337064,Different Class,45.0,0.07959268547579779
10787,44.83,1.1810782929308474,Different Class,45.0,0.07227868767348299
10788,47.64,1.1333495470406532,Same Class,48.0,0.05436387538722672
10789,40.92,1.7944081329269237,Different Class,41.0,0.25392122896394403
10790,43.07,1.4585951876508276,Different Class,43.0,0.16393477635975168
10791,40.69,1.532240123056554,Different Class,41.0,0.1853268305359036
10792,41.72,2.4170918105827273,Different Class,42.0,0.3832931469207601
10793,44.32,1.0688027977335206,Different Class,44.0,0.028897581956544894
10794,86.93,1.0217956611354535,Same Genus,87.0,0.009364054199708231
10795,43.15,1.3571466551120237,Different Class,43.0,0.13262678064755976
10796,87.71,1.011834817228014,Same Genus,88.0,0.005109619399335614
10797,42.05,2.3282444372668443,Different Class,42.0,0.3670285739947461
10798,44.24,1.6656911706937314,Different Class,44.0,0.22159448368757986
10799,41.12,1.0158521520957,Different Class,41.0,0.006830504993841472
10800,87.62,1.0077117218534308,Same Genus,88.0,0.0033363103690616336
10801,43.59,2.0741732926780885,Different Class,44.0,0.3168450379304828
10802,46.87,83.49130557038826,Same Class,47.0,1.9216412522572288
10803,43.76,1.01959963644437,Different Class,44.0,0.008429671942157215
10804,44.54,1.241773776405344,Different Class,45.0,0.0940424842402696
10805,47.44,46.15349424770192,Same Class,47.0,1.66420458672809
10806,42.96,1.6044201366613833,Different Class,43.0,0.2053181040613188
10807,42.39,1.1561837816595797,Different Class,42.0,0.06302687302633803
10808,86.78,1.0283570784485037,Same Genus,87.0,0.012143941772870285
10809,41.95,3.0150131450855637,Different Class,42.0,0.4792892099506906
10810,43.11,1.6933897787648482,Different Class,43.0,0.2287569340588661
10811,44.19,1.106982376020926,Different Class,44.0,0.04414070664404412
10812,44.43,1.0856573067349449,Different Class,44.0,0.03569275961657645
10813,42.93,1.3564273874950885,Different Class,43.0,0.13239654999274247
10814,41.82,4.373459502515227,Different Class,42.0,0.6408251093876076
10815,42.87,2.562152795436424,Different Class,43.0,0.4086050255789269
10816,42.43,2.2596676962313724,Different Class,42.0,0.3540445770659426
10817,46.84,75.54858399421035,Same Class,47.0,1.8782263287774412
10818,43.15,1.8284497615765023,Different Class,43.0,0.26208303217756834
10819,46.95,5.110993538231651,Same Class,47.0,0.7085053318822353
10820,87.1,1.118137431292222,Same Genus,87.0,0.04849518636229503
10821,42.07,6.088260895889943,Different Class,42.0,0.7844932546721116
10822,40.62,5.185218951781045,Different Class,41.0,0.7147670996918196
10823,48.58,1.0125752802030394,Same Class,49.0,0.005427320836268935
10824,43.03,1.020003578865694,Different Class,43.0,0.008601695564756436
10825,47.92,40.67826901479294,Same Class,48.0,1.609362464080642
10826,47.9,1.2336549229141966,Same Class,48.0,0.0911936961378079
10827,40.78,1.5663734662738151,Different Class,41.0,0.19489531775038846
10828,44.16,1.3984557458942797,Different Class,44.0,0.14564872768429965
10829,44.31,1.4134358773403646,Different Class,44.0,0.1502761108454032
10830,45.09,1.5017610483936783,Different Class,45.0,0.17660083571761695
10831,42.69,1.1318843237640723,Different Class,43.0,0.05380204512261468
10832,53.92,227.1282676246016,Same Class,54.0,2.35627118842231
10833,47.24,13.021774102817655,Same Class,47.0,1.1146701570874624
10834,43.06,5.2217157684713005,Different Class,43.0,0.7178132283555544
10835,43.21,1.1844975358371237,Different Class,43.0,0.0735341615776079
10836,47.17,17.280352867206016,Same Class,47.0,1.2375526065870721
10837,42.8,3.4642264091520727,Different Class,43.0,0.5396062681698299
10838,42.82,1.5943264933040031,Different Class,43.0,0.2025772629325444
10839,47.13,42.15798466619498,Same Class,47.0,1.6248798415481642
10840,77.27,1.0007356304851864,Same Genus,77.0,0.00031936280832415697
10841,47.18,6.258913970293733,Same Class,47.0,0.7964989821518766
10842,45.48,1.242830393149691,Different Class,45.0,0.09441186529085492
10843,45.55,7.5167731712481585,Same Class,46.0,0.8760314450230553
10844,43.81,1.485495733947776,Different Class,44.0,0.17187140893295064
10845,44.11,1.4666699022229444,Different Class,44.0,0.16633237984563
10846,42.31,1.7501764460926308,Different Class,42.0,0.2430818348014392
10847,41.91,1.361554880767594,Different Class,42.0,0.13403515131988375
10848,46.33,56.38575077182549,Same Class,46.0,1.7511693674047737
10849,42.43,1.2876145503853769,Different Class,42.0,0.10978587568395076
10850,42.83,1.1933567495102702,Different Class,43.0,0.07677029378174538
10851,42.79,1.864689934027181,Different Class,43.0,0.27060662642019123
10852,43.93,1.1899692381402485,Different Class,44.0,0.07553573460377247
10853,43.08,2.2228705570515244,Different Class,43.0,0.34691417345246905
10854,46.23,1.0221872141099864,Different Class,46.0,0.009530444339617784
10855,44.37,1.0251977457613168,Different Class,44.0,0.01080764257219731
10856,43.62,1.1936897952229797,Different Class,44.0,0.07689148112642358
10857,43.57,2.3980290342765214,Different Class,44.0,0.3798544370404547
10858,42.62,3.5873626364855653,Different Class,43.0,0.5547752805132081
10859,43.31,5.782175877146791,Different Class,43.0,0.7620912975236159
10860,57.29,1.1239453571751687,Same Order,57.0,0.05074519766172815
10861,44.15,3.675756396122692,Different Class,44.0,0.5653467216136063
10862,56.85,1.1398009684203476,Same Order,57.0,0.05682902163187605
10863,43.32,3.101503689415384,Different Class,43.0,0.4915723021193279
10864,42.71,3.0180479382018506,Different Class,43.0,0.4797261337600448
10865,42.74,2.515391309117374,Different Class,43.0,0.4006055560603399
10866,41.8,3.0245872408655585,Different Class,42.0,0.4806661157668549
10867,42.57,2.786059041378783,Different Class,43.0,0.4449903156318482
10868,42.0,2.9688595878204938,Different Class,42.0,0.4725896581293021
10869,43.17,2.8548399732744962,Different Class,43.0,0.4555817690891641
10870,42.11,1.2708509445921434,Different Class,42.0,0.10409461606365823
10871,42.22,3.265618109865404,Different Class,42.0,0.5139653958092822
10872,40.72,3.5997111015568963,Different Class,41.0,0.5562676474244328
10873,41.86,3.107092931810201,Different Class,42.0,0.4923542430099748
10874,41.34,3.4175168797146265,Different Class,41.0,0.5337106683016929
10875,42.19,3.050993088592644,Different Class,42.0,0.4844412238372688
10876,41.64,19.086482829386195,Same Genus,42.0,1.2807259059463063
10877,43.5,10.971276373275344,Different Class,44.0,1.040257155343609
10878,44.94,3.4697340872626627,Different Class,45.0,0.5402961926987654
10879,43.76,3.333909083768257,Different Class,44.0,0.5229537523737713
10880,43.18,3.0438380843352486,Different Class,43.0,0.483421546603792
10881,41.35,3.6350257569553857,Different Class,41.0,0.5605074925166422
10882,43.64,3.641057459320876,Different Class,44.0,0.5612275325645639
10883,41.37,3.568074890713706,Different Class,41.0,0.5524339612540783
10884,40.31,3.0522789929063023,Different Class,40.0,0.4846242276910979
10885,42.41,1.5057980796016448,Different Class,42.0,0.17776673893365316
10886,55.6,3.5069444674709707,Same Order,56.0,0.5449288888749805
10887,44.04,3.6868237288019055,Different Class,44.0,0.5666523739937817
10888,40.07,2.582605403195815,Different Class,40.0,0.4120580552999572
10889,56.78,1.029098421606609,Same Order,57.0,0.012456912096346796
10890,41.18,3.350637542100998,Different Class,41.0,0.5251274502228228
10891,43.39,1.3882323967732195,Different Class,43.0,0.1424621751878423
10892,54.7,1.7822312884988678,Same Order,55.0,0.2509640637865713
10893,54.6,2.8224504629567924,Same Order,55.0,0.4506263283283402
10894,41.84,2.57566390563544,Different Class,42.0,0.4108891919755013
10895,44.26,3.3588417845553664,Different Class,44.0,0.5261895472436161
10896,42.46,2.9081348572223344,Different Class,42.0,0.4636145419358035
10897,41.58,1.5618312231767395,Different Class,42.0,0.19363410072992795
10898,44.59,3.075118057813464,Different Class,45.0,0.4878617935659797
10899,44.55,2.7043075180659137,Different Class,45.0,0.4320560755112283
10900,42.65,2.4631304328850097,Different Class,43.0,0.3914874101267058
10901,42.94,2.9918633173744498,Different Class,43.0,0.4759417489965802
10902,40.87,3.51748112054006,Different Class,41.0,0.5462317751139539
10903,42.62,3.1136594990406974,Different Class,43.0,0.4932711176177293
10904,55.77,1.7100259437650929,Same Order,56.0,0.23300269936791315
10905,42.66,3.5937122326350344,Different Class,43.0,0.5555432979309195
10906,42.97,3.603621812666729,Different Class,43.0,0.5567392070322994
10907,41.57,2.6504521046954648,Different Class,42.0,0.42331996066415895
10908,56.98,1.7393532394265638,Same Order,57.0,0.24038779037242936
10909,42.68,3.2461141622034155,Different Class,43.0,0.5113637894098491
10910,43.12,2.0220537373729046,Different Class,43.0,0.305792693062308
10911,40.2,4.860491817834324,Different Class,40.0,0.6866802163743806
10912,43.5,1.7321772428875524,Different Class,44.0,0.2385923285991509
10913,45.09,3.1160517160617207,Different Class,45.0,0.4936046568997083
10914,55.27,2.2927401073839904,Same Order,55.0,0.3603548282467549
10915,55.86,1.4796098049423037,Same Order,56.0,0.17014720059566033
10916,54.79,3.2188351606186623,Same Order,55.0,0.5076987366524518
10917,42.12,2.9794672280583328,Different Class,42.0,0.4741386128681386
10918,42.54,3.030069644718852,Different Class,43.0,0.4814526106704534
10919,42.93,3.1576749580840047,Different Class,43.0,0.4993674229567096
10920,55.56,1.994389914856601,Same Order,56.0,0.2998100693799923
10921,55.68,2.45355909147757,Same Order,56.0,0.38979652198418463
10922,54.7,2.335632274337742,Same Genus,55.0,0.3684044678080328
10923,41.42,1.4806013854241369,Different Class,41.0,0.17043815142317634
10924,42.98,3.3483721141403597,Different Class,43.0,0.5248337163873915
10925,44.19,3.656750694475992,Different Class,44.0,0.5630953525436446
10926,55.87,2.6369659240332566,Same Order,56.0,0.4211045176963766
10927,44.24,3.6211033294875534,Different Class,44.0,0.5588409177432719
10928,54.25,1.537102129898036,Same Order,54.0,0.1867027243491902
10929,43.21,2.1485072061441217,Different Class,43.0,0.3321368146563565
10930,44.23,3.6354803645701166,Different Class,44.0,0.5605618033377778
10931,44.08,3.551362364688897,Different Class,44.0,0.5503949879748747
10932,55.43,1.725385962725122,Same Order,55.0,0.2368862604134535
10933,41.82,23.32974296093818,Different Class,42.0,1.3679099539132926
10934,43.47,3.509955629178355,Different Class,43.0,0.5453016264017791
10935,42.15,2.88196574242838,Different Class,42.0,0.4596888141036667
10936,42.33,12.896542342846216,Different Class,42.0,1.1104732883841535
10937,54.08,2.23055632478728,Same Class,54.0,0.3484131942826176
10938,42.52,3.0953119566417056,Different Class,43.0,0.4907044253175983
10939,43.53,3.6802323632957434,Different Class,44.0,0.5658752401168066
10940,51.01,1.1869764114559302,Same Class,51.0,0.07444208839324569
10941,55.0,2.113364287610408,Same Order,55.0,0.3249743642850701
10942,43.3,3.232887497549888,Different Class,43.0,0.5095905916998923
10943,42.42,3.296389626123379,Different Class,42.0,0.5180385387273598
10944,44.42,2.638364217973355,Different Class,44.0,0.4213347483511938
10945,54.0,1.2220636070630595,Same Order,54.0,0.08709381104367123
10946,55.78,1.3967744194727212,Same Order,56.0,0.1451262727650095
10947,55.32,1.5837503405543591,Same Order,55.0,0.19968672127799375
10948,41.96,21.110330394364905,Different Class,42.0,1.3244950304335052
10949,52.64,1.9572588531830903,Same Genus,53.0,0.29164826616636796
10950,43.51,1.4281506883544342,Different Class,44.0,0.15477403353829902
10951,44.7,3.200634719213532,Different Class,45.0,0.5052361119816413
10952,54.69,1.7012257840488216,Same Order,55.0,0.2307619563281752
