,Mean AAI,O2_ratio,divergence,AAI_round,log_O2_ratio
15424,43.38,1.1661819080398004,Different Class,43.0,0.06676629956193424
15425,42.99,1.184067238701774,Different Class,43.0,0.07337636502880694
15426,41.89,1.1103914788416942,Different Class,42.0,0.04547612034219966
15427,41.93,22.527646727796537,Different Class,42.0,1.3527158270318185
15428,45.13,15.307959919481359,Same Class,45.0,1.1849173164495832
15429,40.59,2.3759993380059954,Different Class,41.0,0.3758463153073111
15430,44.04,1.0104422769583636,Different Class,44.0,0.004511508831536352
15431,42.77,57.96407295663364,Different Class,43.0,1.7631588944051293
15432,48.57,14.437738699231994,Same Class,49.0,1.159499177489195
15433,42.69,1.1278989741750596,Different Class,43.0,0.05227020166578003
15434,42.49,10.441307286476901,Different Class,42.0,1.0187548771872943
15435,41.45,2.309520422319204,Different Class,41.0,0.36352180692087416
15436,43.9,26.741291130587307,Different Class,44.0,1.4271823721612902
15437,93.64,1.0579605424042888,Same Genus,94.0,0.024469470595539448
15438,44.84,1.0044663011325656,Different Class,45.0,0.0019353711712074406
15439,95.8,1.0707679638731022,Same Genus,96.0,0.0296953691255943
15440,43.51,7.2959783135157465,Different Class,44.0,0.8630835344302228
15441,37.73,1.4838258763410916,Different Class,38.0,0.17138294044365934
15442,42.61,2.2416605903808433,Different Class,43.0,0.3505698567498849
15443,47.89,13.307225308419097,Same Class,48.0,1.1240875101054286
15444,44.23,10.492526705108077,Different Class,44.0,1.020880083231759
15445,43.3,1.8385997860715957,Different Class,43.0,0.2644872052487998
15446,43.25,5.427297466523137,Different Class,43.0,0.7345836256202222
15447,43.38,3.8062317183747503,Different Class,43.0,0.5804952240319828
15448,41.15,2.1614515501078158,Different Class,41.0,0.3347455050759392
15449,44.25,37.68185977785721,Different Class,44.0,1.5761323291348772
15450,41.85,15.689866447847528,Different Class,42.0,1.195619246887783
15451,43.98,51.33835843361969,Different Class,44.0,1.7104419778021456
15452,44.61,1.017382707465078,Different Class,45.0,0.0074843516201649465
15453,93.38,1.0635690850443091,Same Genus,93.0,0.026765705126440158
15454,41.57,19.426502161672296,Different Class,42.0,1.2883946107574702
15455,43.56,1.0325365302163938,Different Class,44.0,0.01390542554951058
15456,48.75,1.0328864678336305,Same Class,49.0,0.014052587634733629
15457,41.23,1.4628862780406973,Different Class,41.0,0.1652105662216591
15458,43.04,9.533329376324176,Different Class,43.0,0.9792445981463458
15459,44.36,1.5796018281862207,Different Class,44.0,0.1985476277048764
15460,46.89,31.015550122882985,Same Class,47.0,1.4915794886515132
15461,43.64,1.3570775836036622,Different Class,44.0,0.1326046768180259
15462,43.63,1.78682730312294,Different Class,44.0,0.25208257996783195
15463,46.19,119.62565333891857,Same Class,46.0,2.0778243227030804
15464,43.07,1.3353855636056466,Different Class,43.0,0.12560667691446575
15465,43.65,1.0726028293855725,Different Class,44.0,0.030438938240437814
15466,46.25,16.09785996914895,Same Class,46.0,1.206768145263906
15467,47.31,41.18191193113799,Same Class,47.0,1.6147065055133822
15468,46.0,2.034208572317476,Different Class,46.0,0.3083954801317667
15469,43.5,1.378557016004422,Different Class,44.0,0.13942473288214866
15470,50.57,6.077544844476105,Same Class,51.0,0.7837281720627469
15471,42.19,1.3529938413852172,Different Class,42.0,0.13129581976206964
15472,42.5,1.4024636942938178,Different Class,42.0,0.14689162745266224
15473,42.89,1.1040477531905697,Different Class,43.0,0.04298785826513856
15474,43.24,1.1317999035699469,Different Class,43.0,0.05376965259715182
15475,46.14,23.740744009244327,Same Class,46.0,1.375494325151266
15476,42.06,1.1274150409051225,Different Class,42.0,0.05208382446902308
15477,45.31,2.7457272073612624,Different Class,45.0,0.4386573871532031
15478,49.18,3.2023972021210043,Different Class,49.0,0.5054751976616441
15479,45.02,2.3676215683257382,Different Class,45.0,0.3743122876109271
15480,47.48,2.372497248817191,Different Class,47.0,0.3752057174853343
15481,96.55,1.4858462269575257,Same Genus,97.0,0.17197386579102264
15482,41.54,1.0757368606118185,Different Class,42.0,0.031706050177663134
15483,46.01,1.500261384581061,Different Class,46.0,0.17616693105018147
15484,41.37,2.1680668172670443,Different Class,41.0,0.33607266251727763
15485,46.53,1.9248404449634329,Same Class,47.0,0.284394735536033
15486,41.72,2.528121206525504,Different Class,42.0,0.4027978916290677
15487,42.34,1.5349068676016029,Different Class,42.0,0.18608202925048975
15488,96.12,2.01238624633548,Same Genus,96.0,0.3037113404759037
15489,44.58,1.7876522541857132,Different Class,45.0,0.2522830408713114
15490,43.09,2.0271843566416767,Different Class,43.0,0.3068932461924781
15491,47.75,1.8999707547562867,Same Class,48.0,0.2787469161392941
15492,39.01,1.3892976234415888,Different Class,39.0,0.1427952928019552
15493,42.78,2.575584382077562,Different Class,43.0,0.4108757829373648
15494,41.14,2.373651131942879,Different Class,41.0,0.3754168887526097
15495,47.78,2.2187900045298177,Same Class,48.0,0.3461162007495588
15496,42.64,2.9840872044952027,Different Class,43.0,0.47481151044864794
15497,48.25,2.5480340130474106,Different Class,48.0,0.4062052209867866
15498,43.01,1.5118189817780208,Different Class,43.0,0.17949979386277168
15499,48.03,5.748176394875331,Different Class,48.0,0.7595300869057426
15500,44.94,2.1306088386519253,Different Class,45.0,0.32850372432319985
15501,46.93,2.6495618601782183,Different Class,47.0,0.4231740635825349
15502,42.37,1.7898301203347933,Different Class,42.0,0.2528118123752319
15503,47.76,1.7421656465024542,Same Class,48.0,0.2410894457013964
15504,48.8,321.8889184857275,Different Class,49.0,2.5077060256966734
15505,45.95,1.4268395397078069,Different Class,46.0,0.15437513573709444
15506,42.29,2.1122524392024453,Different Class,42.0,0.324745820301717
15507,45.13,2.709027621513905,Different Class,45.0,0.43281343316528903
15508,47.47,2.7211188700993483,Different Class,47.0,0.43474751403282696
15509,43.77,3.9461714993983215,Different Class,44.0,0.5961759556307825
15510,42.54,1.7905149416984671,Different Class,43.0,0.2529779495144221
15511,47.77,2.720174886809128,Different Class,48.0,0.43459682680424494
15512,47.65,2.0820968120812275,Same Class,48.0,0.3185009192067715
15513,49.1,57.103792995016406,Different Class,49.0,1.7566649562685437
15514,47.71,1.3757162187212195,Different Class,48.0,0.13852885733411838
15515,40.9,2.6253514332778027,Different Class,41.0,0.41918744691055293
15516,80.91,2.6535376479160484,Same Genus,81.0,0.42382525370130303
15517,46.71,20.63904347566702,Different Class,47.0,1.3146895658783466
15518,47.11,53.49485429510216,Different Class,47.0,1.7283120089610362
15519,48.14,2.6831395199542856,Different Class,48.0,0.4286432560378951
15520,47.65,2.712031628966571,Different Class,48.0,0.4332947501675738
15521,47.95,2.651907397681456,Same Class,48.0,0.4235583548088617
15522,41.9,2.6497487867198632,Different Class,42.0,0.4232047019696763
15523,43.27,1.081809723062027,Different Class,43.0,0.03415088046453073
15524,45.65,2.188182635128012,Different Class,46.0,0.34008356725833944
15525,42.71,2.0706459426344077,Different Class,43.0,0.31610584572808864
15526,47.11,2.7181896184008703,Different Class,47.0,0.4342797494357546
15527,42.85,2.1637221785876566,Different Class,43.0,0.3352014967061934
15528,36.61,2.590315474251321,Different Class,37.0,0.41335265998204457
15529,42.47,2.574758782558934,Different Class,42.0,0.4107365482080228
15530,50.09,2.305164463824019,Same Class,50.0,0.36270191592229184
15531,47.4,2.5324179823568858,Different Class,47.0,0.4035353887266408
15532,44.7,1.9011295992592752,Different Class,45.0,0.2790117235591207
15533,47.54,2.5873122885427016,Different Class,48.0,0.4128488512157892
15534,48.24,2.666255196790501,Different Class,48.0,0.4259017149404626
15535,48.42,2.7342212657938902,Different Class,48.0,0.43683365676618896
15536,39.39,1.5127469568728718,Different Class,39.0,0.17976628795406135
15537,48.13,45.69835997701229,Different Class,48.0,1.6599006143868245
15538,40.41,2.1122524392024453,Different Class,40.0,0.324745820301717
15539,47.28,2.4974803537601105,Different Class,47.0,0.39750208056683545
15540,42.57,1.1157320756986149,Different Class,43.0,0.04755991860222699
15541,39.44,2.430017741642477,Different Class,39.0,0.3856094444087237
15542,42.94,1.0161828392303889,Different Class,43.0,0.006971856495870338
15543,42.86,1.0990304619332227,Different Class,43.0,0.04100972997232048
15544,43.53,1.1135502921173486,Different Class,44.0,0.046709836184440606
15545,47.33,2.6775633096476392,Different Class,47.0,0.4277397483014899
15546,46.46,2.2633635625455706,Same Class,46.0,0.3547543199845783
15547,50.73,2.4654129977639223,Same Class,51.0,0.3918896812708368
15548,83.78,1.0845314659680128,Same Genus,84.0,0.035242156901648086
15549,47.68,2.5382806142183543,Different Class,48.0,0.4045396329162238
15550,43.8,2.1987202683167406,Different Class,44.0,0.3421699798591374
15551,43.34,2.2869538220269074,Different Class,43.0,0.3592573954587944
15552,44.81,2.6180825265423606,Different Class,45.0,0.4179833321525022
15553,47.38,1.8649705427409795,Same Class,47.0,0.2706719765060587
15554,42.13,1.5081069133980194,Different Class,42.0,0.17843213082614706
15555,46.85,2.591802772035982,Different Class,47.0,0.4136019500244027
15556,40.39,2.3254827308225154,Different Class,40.0,0.3665131187620329
15557,48.02,2.3814267891931467,Different Class,48.0,0.3768372347923268
15558,47.36,2.602346945774715,Different Class,47.0,0.4153651963727242
15559,64.56,2.268111306660753,Same Family,65.0,0.3556643635729037
15560,43.54,1.9665889535476344,Different Class,44.0,0.2937135953738663
15561,95.87,2.68680076484098,Same Genus,96.0,0.4292354632555704
15562,39.78,1.8376813801162768,Different Class,40.0,0.2642702149649729
15563,41.8,1.6030763101091248,Different Class,42.0,0.20495419625963365
15564,47.38,2.3920847901132007,Different Class,47.0,0.3787765696414751
15565,47.37,1.0253702615857798,Same Class,47.0,0.010880717613369888
15566,41.79,2.3144485801533485,Different Class,42.0,0.3644475365538151
15567,42.2,2.7179191705997203,Different Class,42.0,0.4342365369128496
15568,39.49,2.618109979905797,Different Class,39.0,0.41798788616545546
15569,37.85,1.54107109321539,Different Class,38.0,0.18782267420119453
15570,44.18,1.3125476314356688,Different Class,44.0,0.11811507260700785
15571,49.28,2.6274118514300127,Same Class,49.0,0.4195281545462529
15572,48.54,9.302176626658571,Different Class,49.0,0.9685845814940224
15573,47.77,4.259360018495541,Different Class,48.0,0.6293443499676135
15574,48.11,1.9523355379472658,Different Class,48.0,0.2905544597220547
15575,47.42,2.7093054444261853,Different Class,47.0,0.43285796972529256
15576,50.27,2.311543031649944,Same Class,50.0,0.3639019826688292
15577,43.55,2.4157131669285663,Different Class,44.0,0.3830453664493608
15578,41.64,1.1176229399021096,Different Class,42.0,0.04829530736047041
15579,42.79,2.4781363359304747,Different Class,43.0,0.39412519562903897
15580,47.01,2.3872898459650003,Different Class,47.0,0.3779051508296716
15581,42.66,1.0102037101610493,Different Class,43.0,0.004408959206534425
15582,45.26,2.0396302312282053,Different Class,45.0,0.309551440419524
15583,46.4,2.648247881099624,Different Class,46.0,0.42295863346981305
15584,46.53,2.6637803228473604,Different Class,47.0,0.4254984064933817
15585,48.36,2.734389686855743,Different Class,48.0,0.4368604073756053
15586,45.17,2.138222681439048,Different Class,45.0,0.3300529320627568
15587,46.83,2.6781913707454628,Different Class,47.0,0.4278416063911936
15588,42.99,1.9847891633408723,Different Class,43.0,0.2977143800861452
15589,48.07,2.681502538814288,Different Class,48.0,0.4283782124840632
15590,48.28,1.394687486289953,Different Class,48.0,0.14447690425142495
15591,45.02,1.2309807457754216,Different Class,45.0,0.0902512600240182
15592,46.28,2.702840107097247,Different Class,46.0,0.4318203547407964
15593,46.82,1.871249902222054,Same Class,47.0,0.2721317906580301
15594,43.46,1.9371883121287912,Different Class,43.0,0.28717184010128066
15595,43.69,1.1705872906212702,Different Class,44.0,0.06840380455262382
15596,47.75,1.831134157357332,Same Class,48.0,0.2627201638896845
15597,45.64,1.508273848325259,Different Class,46.0,0.17848020096286915
15598,46.68,1.399519278185095,Different Class,47.0,0.14597888518999338
15599,95.83,1.475730355357925,Same Genus,96.0,0.1690070106860922
15600,37.93,2.0643227176203984,Different Class,38.0,0.31477759195029803
15601,48.33,1.0209951811610298,Same Class,48.0,0.009023692331657895
15602,48.46,37.31847006871315,Different Class,48.0,1.5719238308318233
15603,45.39,1.1126770452245816,Different Class,45.0,0.04636912854874031
15604,53.04,2.6378042992204858,Same Class,53.0,0.4212425717556944
15605,47.78,22.090539197854262,Different Class,48.0,1.344206316495919
15606,46.52,1.6600773957264758,Same Class,47.0,0.22012833608426075
15607,46.68,2.70546574468098,Different Class,47.0,0.4322420394734766
15608,40.76,2.573963437050911,Different Class,41.0,0.4106023734930721
15609,47.89,1.861497143847096,Same Class,48.0,0.26986237420340525
15610,96.07,2.69633651420722,Same Genus,96.0,0.4307740930350412
15611,43.0,2.4151939336732884,Different Class,43.0,0.3829520091838368
15612,47.62,2.3949055481413595,Different Class,48.0,0.3792883900971841
15613,46.88,2.705815763141252,Different Class,47.0,0.4322982224999381
15614,47.38,1.656979163142034,Same Class,47.0,0.2193170471101435
15615,42.33,2.717490805532864,Different Class,42.0,0.4341680833514889
15616,50.47,2.47809110190108,Same Class,50.0,0.3941172682731589
15617,42.14,2.1565911862420224,Different Class,42.0,0.3337678259619118
15618,47.97,2.2834348773961186,Different Class,48.0,0.35858863022337417
15619,44.83,1.730439117600173,Same Class,45.0,0.2381563240257419
15620,41.42,1.6190594599697246,Different Class,41.0,0.20926279851406693
15621,46.96,23.981204061085595,Different Class,47.0,1.3798709845992636
15622,41.55,2.35838060046702,Different Class,42.0,0.3726138937803922
15623,42.73,1.0698912855110738,Different Class,43.0,0.029339650113866293
15624,44.92,1.8417718649914925,Different Class,45.0,0.26523583437803383
15625,43.18,1.6657574474541983,Different Class,43.0,0.2216117636367264
15626,45.27,2.062783985228283,Different Class,45.0,0.314453751029236
15627,49.07,2.6442954234524887,Different Class,49.0,0.4223099733582415
15628,47.3,2.1960320712924792,Same Class,47.0,0.3416386783480198
15629,95.92,1.21534264637622,Same Genus,96.0,0.08469873756498789
15630,49.81,2.66697346090318,Different Class,50.0,0.42601869403983855
15631,46.36,1.1244583701462691,Different Class,46.0,0.050943381558732674
15632,42.32,1.4608216886028655,Different Class,42.0,0.1645972081438254
15633,42.79,1.5965090492293288,Different Class,43.0,0.20317138452233185
15634,47.51,2.6647663123322287,Different Class,48.0,0.4256591294171722
15635,48.51,8.240150270911142,Different Class,49.0,0.9159351317495944
15636,61.11,1.085614911939817,Same Family,61.0,0.03567580013500662
15637,93.63,1.018770727074357,Same Genus,94.0,0.008076457637552874
15638,60.45,1.0594594685446987,Same Family,60.0,0.025084346677690897
15639,46.41,2.3799700930593755,Same Class,46.0,0.37657149970319664
15640,49.23,1.0796904998286203,Same Class,49.0,0.0332992800424274
15641,48.02,1.1901495360824017,Same Class,48.0,0.07560153165757791
15642,44.0,1.027278330685886,Different Class,44.0,0.011688127243119795
15643,43.08,1.1299118218645336,Different Class,43.0,0.053044552534838016
15644,62.79,1.0087303971167745,Same Family,63.0,0.0037751080704138866
15645,44.58,57.728732438761064,Different Class,45.0,1.7613920217131611
15646,43.95,33.183582534618374,Different Class,44.0,1.520923271110464
15647,44.39,1.1471760643510862,Different Class,44.0,0.059630076931910435
15648,44.99,1.1022691092270092,Different Class,45.0,0.042287636606916326
15649,60.81,1.006364783666872,Same Family,61.0,0.002755430836937017
15650,44.03,1.2018253954926872,Different Class,44.0,0.07984137674978728
15651,93.58,1.2038196187982655,Same Genus,94.0,0.08056141679770905
15652,92.75,1.1796898573481434,Same Genus,93.0,0.07176784548722334
15653,61.49,1.0091555474633354,Same Family,61.0,0.0039581119242429645
15654,47.74,2.008627372977993,Same Class,48.0,0.3028993768332017
15655,40.66,1.1594786951714355,Different Class,41.0,0.06426277310812556
15656,44.07,1.2189510287515566,Different Class,44.0,0.08598625822692661
15657,60.84,1.1711379667690691,Same Family,61.0,0.06860806046689777
15658,43.56,3.112597955586235,Different Class,44.0,0.4931230278632017
15659,47.04,1.107799932774342,Same Class,47.0,0.044461334455967935
15660,47.58,2.178732644401507,Same Class,48.0,0.3382039405790126
15661,41.92,1.6970789708293692,Different Class,42.0,0.22970205198028365
15662,43.36,1.0716174758642207,Different Class,43.0,0.03003978743851476
15663,60.04,1.1742942214812635,Same Family,60.0,0.06977692379135365
15664,43.95,1.1105124491612126,Different Class,44.0,0.045523431476761175
15665,59.7,1.0400436669413786,Same Family,60.0,0.017051573831051495
15666,46.87,1.9365647170976623,Same Class,47.0,0.2870320150369269
15667,61.15,1.016706681911891,Same Family,61.0,0.007195677799124847
15668,47.6,1.1184331739863318,Same Class,48.0,0.04861004025562663
15669,59.91,1.2279444078497004,Same Family,60.0,0.0891787056401492
15670,48.31,1.0109376398651215,Same Class,48.0,0.004724366770274766
15671,46.63,1.1629623616125049,Same Class,47.0,0.06556565934709911
15672,60.48,1.0294493929524242,Same Family,60.0,0.01260500185087432
15673,42.63,1.7687376334221558,Different Class,43.0,0.24766341639894174
15674,43.43,1.1881661682890017,Different Class,43.0,0.07487718216406458
15675,43.91,1.1914425095688312,Different Class,44.0,0.07607309126544458
15676,61.19,1.1411589877467647,Same Family,61.0,0.057346155102695924
15677,42.75,1.7389148864682114,Different Class,43.0,0.2402783253944255
15678,43.39,1.0732420339359965,Different Class,43.0,0.03069767364299407
15679,48.82,1.4957996342842832,Same Class,49.0,0.17487342270454692
15680,42.67,14.700981536553142,Different Class,43.0,1.1673463321412356
15681,47.99,5.239121187755373,Same Class,48.0,0.7192584443660057
15682,45.09,1.0302403164175178,Different Class,45.0,0.012938541132853379
15683,42.75,1.3192019588808097,Different Class,43.0,0.12031128752010001
15684,44.04,2.0441789658074754,Different Class,44.0,0.31051891517119456
15685,43.22,1.0642229515249542,Different Class,43.0,0.0270326208855969
15686,60.26,1.0151436513153491,Same Family,60.0,0.0065275028987163645
15687,46.9,1.001812612239852,Same Class,47.0,0.000786494903598479
15688,45.06,1.044001943610778,Different Class,45.0,0.01870130718985464
15689,41.49,1.516547601015637,Different Class,41.0,0.18085604638686265
15690,43.2,1.232734622684024,Different Class,43.0,0.0908695937826703
15691,40.84,1.2949757862560654,Different Class,41.0,0.11226164795882222
15692,45.43,2.0428099491472027,Same Class,45.0,0.3102279643436785
15693,61.36,1.1070509287680994,Same Family,61.0,0.04416760062053652
15694,44.6,1.2090081731051423,Different Class,45.0,0.0824292367767897
15695,42.96,1.1469951937184812,Different Class,43.0,0.059561598070478325
15696,44.06,1.1972223120439032,Different Class,44.0,0.07817480197641699
15697,42.82,1.9677204149513448,Different Class,43.0,0.2939633914176647
15698,60.03,1.4077622044813705,Same Family,60.0,0.14852930111049845
15699,42.48,1.2019756995105673,Different Class,42.0,0.07989568757092291
15700,43.99,1.174164301398226,Different Class,44.0,0.06972887220801982
15701,42.98,1.7529916819819509,Different Class,43.0,0.2437798553534014
15702,43.76,70.56284289232671,Different Class,44.0,1.8485760696801476
15703,80.82,1.160474256372878,Same Genus,81.0,0.0646355106349242
15704,61.09,1.049487575906091,Same Family,61.0,0.02097730166318821
15705,42.68,39.00671742145509,Different Class,43.0,1.5911394041510087
15706,43.31,1.3559788682556595,Different Class,43.0,0.13225292148423734
15707,45.51,1.0233832619606988,Same Class,46.0,0.010038309550743394
15708,44.53,1.2167717675892054,Different Class,45.0,0.0852091243499517
15709,42.24,2.548144353732892,Different Class,42.0,0.4062240273736092
15710,41.82,1.4311717381604263,Different Class,42.0,0.15569175148178474
15711,49.94,1.0688689861115457,Same Class,50.0,0.028924475933037305
15712,60.33,1.0898642901039406,Same Family,60.0,0.037372422960504935
15713,44.08,1.1463873032620489,Different Class,44.0,0.05933136741566114
15714,42.92,3.696237993449072,Different Class,43.0,0.5677599268105262
15715,44.18,2.1654085288928284,Different Class,44.0,0.3355398430018455
15716,42.36,1.9097626459274288,Different Class,42.0,0.2809793944888612
15717,42.67,63.85003596125251,Different Class,43.0,1.8051611462003605
15718,42.57,1.545317951147173,Different Class,43.0,0.1890178496004869
15719,44.1,4.319566350030186,Different Class,44.0,0.6354401493051539
15720,46.02,1.0582054555971718,Different Class,46.0,0.02456999621478647
15721,42.12,5.145505800265573,Different Class,42.0,0.7114280720950301
15722,40.39,4.382298105859399,Different Class,40.0,0.6417019171147382
15723,45.09,1.168524605561752,Different Class,45.0,0.06763786174081253
15724,48.6,1.1600146846706645,Same Class,49.0,0.06446348701232499
15725,43.65,34.379319930537385,Different Class,44.0,1.5362972815035605
15726,44.92,1.0426259107369118,Different Class,45.0,0.018128513560726457
15727,41.57,1.3238236491368165,Different Class,42.0,0.12183013517330694
15728,60.94,1.1819076539199302,Same Family,61.0,0.07258354510721816
15729,60.59,1.1945681417936689,Same Family,61.0,0.0772109282683218
15730,60.21,1.2692163357091235,Same Family,60.0,0.10353565314053548
15731,46.62,1.0453534032223817,Same Class,47.0,0.01926313745446676
15732,44.58,191.95790693786088,Different Class,45.0,2.283206005845229
15733,43.03,11.005378271655381,Different Class,43.0,1.0416049745103808
15734,42.58,4.413143463044686,Different Class,43.0,0.6447480457784729
15735,42.71,1.0010804473186579,Different Class,43.0,0.00046897900052645546
15736,43.19,14.604524580881519,Different Class,43.0,1.1644874240099905
15737,43.16,2.927797836942005,Different Class,43.0,0.4665410855927485
15738,42.71,1.3474482055049428,Different Class,43.0,0.12951208035546294
15739,42.64,35.62990455515045,Different Class,43.0,1.5518146589710828
15740,43.98,1.182349357669195,Different Class,44.0,0.07274581976875727
15741,42.18,5.289733585374232,Different Class,42.0,0.7234337995747953
15742,62.21,1.050380577648241,Same Family,62.0,0.02134668271377353
15743,44.68,6.352815789817496,Different Class,45.0,0.8029662624459739
15744,48.49,1.2554696728680106,Same Class,48.0,0.09880622635586922
15745,60.09,1.239558983758032,Same Family,60.0,0.09326719726854854
15746,42.93,1.4791651029503798,Different Class,43.0,0.1700166522243578
15747,41.55,1.1507208143953038,Different Class,42.0,0.06096996874280231
15748,43.98,47.65452936562228,Different Class,44.0,1.6781041848276923
15749,42.28,1.0882299971716052,Different Class,42.0,0.03672069310686933
15750,47.93,1.0085678293675684,Same Class,48.0,0.003705111204663978
15751,42.6,1.5759464049431455,Different Class,43.0,0.19754144384310984
15752,49.54,1.005704867398465,Same Class,50.0,0.002470552026691047
15753,46.7,1.8786634705929897,Same Class,47.0,0.2738489908753876
15754,46.44,1.2094714660749788,Same Class,46.0,0.08259562691669924
15755,49.48,1.1541374674230995,Same Class,49.0,0.06225754000488413
15756,48.5,1.0088493036137949,Same Class,48.0,0.0038262985493421726
15757,46.14,8.792909126641225,Same Class,46.0,0.9441325848148472
15758,47.88,1.1596985109841271,Same Class,48.0,0.06434509954227602
15759,61.49,1.1573152334444838,Same Family,61.0,0.06345166966786889
15760,44.95,4.079728411312355,Different Class,45.0,0.6106312529442257
15761,41.19,2.95367996614326,Different Class,41.0,0.4703634373308663
15762,49.06,1.8301658868117772,Same Class,49.0,0.2624904561030217
15763,40.46,1.266440307786449,Different Class,40.0,0.10258472463592548
15764,44.38,1.4264700300462696,Different Class,44.0,0.15426265161717015
15765,42.25,1.0860741962347695,Different Class,42.0,0.035859495524135435
15766,41.93,1.7888559008480105,Different Class,42.0,0.2525753579027134
15767,44.63,1.3644136220674252,Different Class,45.0,0.13494604667729942
15768,47.22,1.5359403379109426,Same Class,47.0,0.18637434628189167
15769,44.83,1.3544536284356277,Different Class,45.0,0.13176414096072506
15770,45.37,1.4451418267822036,Different Class,45.0,0.15991047101390904
15771,38.0,1.9763419738381949,Different Class,38.0,0.29586209435124794
15772,43.17,1.066059891676489,Different Class,43.0,0.027781604215838352
15773,43.08,1.1567526374921964,Different Class,43.0,0.06324049840059348
15774,45.79,1.2374885418429256,Different Class,46.0,0.09254118640364427
15775,41.02,8.19348942652109,Different Class,41.0,0.9134688976018512
15776,62.98,1.0775865601877952,Same Family,63.0,0.032452166166416635
15777,43.57,1.8161745820468973,Different Class,44.0,0.2591575932904315
15778,47.42,15.782924320120973,Same Class,47.0,1.1981874740589458
15779,47.07,1.2887054430406542,Same Class,47.0,0.11015366283000326
15780,62.74,1.0362948110887191,Same Family,63.0,0.015483323570668228
15781,43.79,1.5340714049709174,Different Class,44.0,0.1858455747779712
15782,46.1,1.5760425610925939,Different Class,46.0,0.1975679414518068
15783,47.6,883.8191612343538,Same Class,48.0,2.9463634128498764
15784,49.34,1.924341967649384,Same Class,49.0,0.2842822514161087
15785,42.14,1.2999048581513335,Different Class,42.0,0.1139115668514861
15786,60.41,1.0135471434679757,Same Family,60.0,0.005843953987914138
15787,64.19,1.009043462794779,Same Family,64.0,0.003909873120376177
15788,48.67,10.83511045081156,Same Class,49.0,1.0348333427839855
15789,42.24,1.5334846660127222,Different Class,42.0,0.185679437638781
15790,62.89,1.0093936315183427,Same Family,63.0,0.0040605603489580816
15791,44.89,1.3187317666639533,Different Class,45.0,0.12015646794643163
15792,46.37,156.79143806994205,Same Class,46.0,2.1953223434217466
15793,62.59,1.9958529019258928,Same Family,63.0,0.3001285298190847
15794,41.03,1.0458512992042244,Different Class,41.0,0.0194699402426501
15795,45.35,1.0347421335881988,Different Class,45.0,0.014832133451900141
15796,46.77,56.669183205050885,Same Class,47.0,1.7533469530315495
15797,45.4,146.8822768918885,Same Class,45.0,2.16696939611424
15798,61.65,1.0233262888275163,Same Family,62.0,0.010014131115308062
15799,62.04,1.0124244784001768,Same Family,62.0,0.005362636985629317
15800,45.62,1.0353782374761022,Different Class,46.0,0.015099032344341241
15801,42.22,1.036221705665997,Different Class,42.0,0.01545268518352679
15802,43.64,2.97035438979936,Different Class,44.0,0.4728082676177338
15803,48.59,1.254798006017735,Same Class,49.0,0.09857381989486368
15804,43.17,1.3260244790415372,Different Class,43.0,0.1225515414251145
15805,63.13,1.0101308564987428,Same Family,63.0,0.004377637717448513
15806,44.44,1.2689832523478142,Different Class,44.0,0.10345589044700967
15807,38.42,1.0599972222128118,Different Class,38.0,0.02530472717115851
15808,42.8,1.066401725070498,Different Class,43.0,0.02792083894518034
15809,44.54,1.1911198747209548,Different Class,45.0,0.07595547123091133
15810,63.48,1.0842314446076755,Same Family,63.0,0.035121998426562336
15811,48.44,1.4442609322536784,Same Class,48.0,0.1596456635940825
15812,63.01,1.0612275988175308,Same Family,63.0,0.025808535937413862
15813,62.45,1.0298066031587771,Same Family,62.0,0.012755672212740527
15814,63.23,1.0042081237942648,Same Family,63.0,0.0018237303870141165
15815,39.57,1.8150604731918876,Different Class,40.0,0.2588910991991417
15816,46.86,125.47523032067163,Same Class,47.0,2.0985580015400283
15817,37.93,1.2999048581513335,Different Class,38.0,0.1139115668514861
15818,62.43,1.0993989214879714,Same Family,62.0,0.041155306586367714
15819,43.15,2.4609198455122194,Different Class,43.0,0.39109746855097616
15820,39.8,1.1299206422688064,Different Class,40.0,0.05304794274447934
15821,44.65,2.7020011570366145,Different Class,45.0,0.4316855306573327
15822,42.75,3.0176378410488662,Different Class,43.0,0.4796671171255237
15823,45.39,2.4657415356969894,Different Class,45.0,0.3919475509687624
15824,62.35,1.0254574364191575,Same Family,62.0,0.010917638851713228
15825,44.55,1.2131180570359563,Different Class,45.0,0.08390306716862489
15826,44.84,1.1136986824729078,Different Class,45.0,0.046767705882366284
15827,44.29,2.977827553347768,Different Class,44.0,0.4738995440548512
15828,62.37,1.0817272101362163,Same Family,62.0,0.034117754236979304
15829,45.01,6.03708606209393,Different Class,45.0,0.7808273670123406
15830,47.42,1.2006045688004965,Same Class,47.0,0.07939999169440873
15831,62.35,1.048755025681898,Same Family,62.0,0.0206740550007009
15832,44.74,1.4722630435362372,Different Class,45.0,0.16798541064714442
15833,41.94,1.8206449310511252,Different Class,42.0,0.2602252563270561
15834,63.31,1.059388946175239,Same Family,63.0,0.02505543712880045
15835,39.14,1.180712791786722,Different Class,39.0,0.07214426839117022
15836,63.27,1.152975694999864,Same Family,63.0,0.061820152360876415
15837,62.92,1.0550965204003049,Same Family,63.0,0.023292190780478905
15838,44.28,1.2105786869003723,Different Class,44.0,0.08299302358029942
